Age,Minutes,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,BPM,Availability%,Salary%
24,1199,0.567,6.6,4.8,1.1,2.1,9.0,11.9,-2.4,63.41,1.21
26,770,0.61,8.8,10.0,2.2,0.9,7.4,21.1,2.0,30.49,3.69
25,1195,0.61,9.9,10.5,1.1,1.5,13.7,13.8,-1.1,75.61,0.36
28,1192,0.597,6.2,9.6,1.1,1.1,14.3,17.3,-3.3,65.85,5.0
27,1190,0.564,8.6,10.5,1.8,2.1,7.9,21.5,-0.5,45.12,17.47
24,597,0.53,10.2,8.4,1.0,1.0,13.6,17.6,-2.4,46.34,1.53
24,591,0.586,10.5,12.6,1.0,1.0,10.7,21.2,-1.8,29.27,2.23
28,1184,0.62,4.7,6.9,1.8,1.0,8.0,12.6,-0.7,58.54,10.31
21,1183,0.492,7.0,14.0,1.6,0.9,10.6,20.7,-3.9,81.71,2.05
22,1182,0.625,11.6,16.0,1.3,0.9,16.2,16.1,-1.8,75.61,1.08
21,1181,0.568,8.8,6.4,1.7,1.3,9.9,13.0,-2.4,92.68,1.73
24,1180,0.621,13.8,10.9,2.3,2.2,11.3,13.7,1.9,74.39,1.4
22,1178,0.55,6.9,17.3,1.7,1.2,8.2,24.4,0.4,46.34,4.24
24,1145,0.616,5.0,17.9,1.1,0.4,13.3,23.4,-1.3,58.54,11.23
23,1140,0.554,16.3,6.3,1.3,2.6,11.4,19.4,-2.3,67.07,1.88
29,1133,0.564,22.7,11.2,1.5,3.7,19.8,14.6,0.6,51.22,14.1
31,1122,0.602,7.8,15.9,1.6,0.6,9.7,22.8,1.2,62.2,7.75
25,1120,0.524,10.9,4.0,1.2,1.6,7.9,13.6,-2.8,75.61,1.17
25,1109,0.63,13.2,11.5,1.6,1.1,12.5,21.1,0.6,69.51,1.49
24,1106,0.531,10.3,20.8,2.6,2.0,12.9,17.3,0.7,75.61,0.84
30,1106,0.513,6.8,19.8,2.6,1.1,16.6,21.1,-2.1,51.22,5.78
26,1105,0.559,13.4,31.3,2.4,1.9,27.2,14.3,0.4,51.22,22.22
36,1091,0.576,7.6,8.3,0.8,1.4,10.8,17.0,-3.4,68.29,2.77
26,1090,0.682,15.1,9.5,1.5,3.1,11.8,17.7,2.5,68.29,3.42
22,820,0.54,6.0,22.0,1.7,1.4,12.5,28.5,-0.8,51.22,1.36
24,1083,0.52,11.2,5.4,1.4,1.0,8.2,16.1,-3.2,79.27,1.47
25,876,0.712,17.1,5.0,0.8,2.2,7.4,18.2,2.3,50.0,1.16
24,1050,0.565,9.8,9.2,1.1,1.1,8.0,19.5,-0.5,81.71,3.59
35,1044,0.616,6.4,18.4,1.5,0.5,17.6,12.6,-0.7,56.1,3.54
21,1042,0.554,14.8,10.4,1.7,2.8,10.3,16.0,0.3,85.37,1.86
21,1042,0.595,15.0,7.0,1.4,7.7,11.8,17.4,-0.8,76.83,2.05
19,1042,0.503,10.2,16.4,2.0,1.0,20.2,11.6,-1.8,71.95,3.71
25,1024,0.626,15.0,4.8,1.2,2.9,13.4,14.1,-2.2,82.93,1.11
30,1016,0.564,4.6,9.3,1.3,0.3,9.2,10.5,-2.8,63.41,1.99
24,996,0.593,10.8,9.2,2.6,1.4,13.9,21.8,-1.4,68.29,4.03
32,782,0.504,7.9,16.5,1.1,1.1,12.9,19.4,-2.7,48.78,9.91
23,990,0.587,15.1,5.9,0.9,2.7,9.7,20.4,-0.9,51.22,9.68
23,552,0.563,5.9,9.6,2.1,1.0,14.1,17.8,-4.3,24.39,4.11
27,979,0.595,15.8,10.1,0.8,2.7,13.3,19.3,-1.1,84.15,0.89
22,976,0.555,8.3,7.3,1.0,1.8,10.0,16.0,-3.0,65.85,2.88
20,970,0.569,17.4,8.8,2.2,2.9,19.2,10.5,-1.4,91.46,1.8
20,969,0.506,8.4,4.9,1.1,2.1,14.5,13.1,-4.7,84.15,1.24
26,969,0.517,11.4,6.2,1.9,1.8,16.5,12.5,-3.1,65.85,1.16
28,968,0.512,6.1,32.6,1.7,0.7,14.4,24.8,-1.2,58.54,3.41
27,528,0.503,5.6,9.3,1.0,0.5,10.6,23.3,-5.0,47.56,3.1
27,957,0.618,13.8,22.0,1.0,1.5,15.0,25.6,3.0,35.37,23.21
22,956,0.652,12.0,24.4,1.6,1.6,14.6,30.4,5.8,35.37,9.12
23,593,0.612,10.1,3.7,1.1,1.8,14.2,16.2,-2.8,51.22,2.32
21,948,0.567,5.6,12.7,1.0,0.6,10.6,27.8,-2.7,69.51,1.34
31,622,0.602,11.6,8.2,0.8,2.8,6.0,15.7,0.1,52.44,2.35
31,930,0.592,8.4,7.5,0.6,2.9,12.7,10.3,-2.2,45.12,5.08
28,928,0.637,8.5,7.0,1.3,1.6,8.0,13.1,-0.6,70.73,1.23
28,915,0.522,8.4,7.4,2.0,2.2,8.4,12.2,-1.2,73.17,0.56
20,914,0.447,5.9,19.2,1.6,0.7,25.4,15.4,-6.5,69.51,1.14
20,914,0.559,14.1,10.7,1.5,1.2,12.6,13.5,-1.7,59.76,1.34
25,897,0.496,7.1,9.7,1.3,0.9,10.1,19.0,-4.5,56.1,3.13
25,893,0.597,9.7,5.1,1.6,4.0,8.6,14.5,-0.4,78.05,2.11
26,891,0.55,9.9,5.4,1.6,2.2,8.3,10.2,-0.7,53.66,1.27
25,889,0.606,8.3,11.5,1.2,1.4,13.1,13.8,-1.8,73.17,1.38
24,528,0.609,6.0,19.9,2.2,2.2,19.4,18.4,0.5,43.9,3.37
30,874,0.555,16.5,8.7,1.0,9.0,17.7,14.0,-0.9,74.39,1.65
36,787,0.514,5.0,24.7,0.7,0.5,15.0,21.0,-3.7,62.2,2.32
21,605,0.563,17.8,4.4,0.3,2.9,12.0,21.7,-4.3,29.27,7.44
21,854,0.515,7.7,24.2,2.1,1.2,17.1,17.0,-2.5,53.66,1.91
29,849,0.606,29.6,5.7,2.6,3.1,18.6,21.0,-0.8,81.71,2.11
26,845,0.528,4.8,13.0,2.1,1.2,13.3,13.4,-2.0,76.83,1.31
23,844,0.524,7.4,7.9,1.3,1.3,9.6,15.4,-4.2,52.44,5.39
25,841,0.563,9.4,11.1,2.4,1.2,12.2,22.2,-1.5,78.05,2.87
36,668,0.575,5.2,16.8,1.4,0.4,15.1,11.3,-1.7,42.68,2.19
21,828,0.659,19.6,3.3,1.6,4.7,12.0,17.0,0.1,52.44,2.96
25,824,0.742,19.3,8.5,1.3,5.0,15.3,11.8,3.3,42.68,6.0
36,820,0.519,7.2,5.1,1.2,1.3,9.5,9.8,-2.7,63.41,1.59
20,817,0.603,7.1,8.2,1.0,0.8,12.0,14.6,-2.6,76.83,1.94
36,816,0.475,10.8,9.4,1.1,1.9,10.7,17.7,-4.0,68.29,4.16
25,816,0.594,5.3,22.1,1.3,0.5,10.3,14.9,-0.8,54.88,2.46
22,814,0.548,11.9,7.0,1.4,1.2,6.7,14.6,-1.5,52.44,1.34
24,812,0.78,16.4,4.0,0.9,3.2,19.1,7.4,-0.5,63.41,1.1
20,812,0.508,6.9,4.9,0.7,0.8,8.7,11.0,-4.0,62.2,1.59
29,807,0.6,6.9,7.5,0.9,1.0,10.4,13.8,-3.0,68.29,2.73
25,807,0.537,4.6,15.7,1.6,0.6,10.0,18.9,-1.4,48.78,5.4
28,533,0.545,14.8,14.6,1.2,0.8,15.4,18.7,-2.0,45.12,5.25
27,804,0.697,13.4,9.1,0.7,4.9,11.8,11.5,1.0,84.15,1.19
22,802,0.517,12.1,5.0,1.3,6.9,10.2,10.4,-3.5,70.73,0.99
31,801,0.551,9.1,30.7,1.4,0.5,13.6,27.4,0.8,40.24,20.76
32,797,0.65,14.1,8.9,1.5,2.5,15.6,17.5,-0.5,69.51,4.26
34,795,0.573,11.8,12.9,3.4,0.6,16.7,13.5,0.1,65.85,5.3
20,787,0.519,6.3,9.1,0.9,0.7,15.3,15.0,-6.0,56.1,1.16
21,786,0.523,5.0,14.3,2.0,1.9,14.4,21.9,-4.3,78.05,1.72
32,779,0.584,11.9,10.2,2.4,3.7,11.5,15.6,1.7,58.54,6.38
26,776,0.466,10.7,17.2,1.9,1.3,17.0,14.2,-2.8,35.37,2.83
24,681,0.613,15.3,9.0,0.9,5.4,8.5,16.3,1.3,48.78,8.17
27,766,0.495,6.1,7.5,0.9,0.9,10.5,20.2,-5.2,63.41,2.15
22,760,0.475,3.6,12.4,2.4,1.0,9.7,14.6,-2.3,78.05,1.05
23,755,0.62,20.5,5.3,3.0,6.3,16.3,16.4,-0.1,84.15,1.18
32,755,0.498,6.8,35.3,1.8,1.4,17.1,27.0,-1.2,41.46,24.54
27,736,0.597,6.0,13.3,2.1,1.2,13.6,22.1,-2.6,64.63,1.23
22,728,0.62,10.9,3.3,1.1,2.8,12.2,15.2,-3.7,64.63,1.61
20,708,0.571,7.3,14.9,1.2,0.9,11.1,26.4,-2.3,58.54,0.57
22,701,0.513,8.5,6.7,1.4,0.8,14.8,18.3,-4.8,63.41,1.36
21,701,0.522,12.2,12.4,1.4,5.7,14.0,18.3,0.0,41.46,2.19
24,691,0.479,6.2,13.7,1.5,0.6,8.9,17.4,-4.1,64.63,1.42
28,691,0.534,5.9,9.7,1.0,0.0,10.0,17.9,-5.0,51.22,11.16
25,689,0.639,16.4,8.1,1.5,2.7,11.3,17.6,-0.1,80.49,1.37
26,602,0.564,5.7,5.1,1.9,0.6,8.7,14.3,-2.5,54.88,1.45
29,681,0.631,13.8,7.4,1.2,3.4,12.1,18.9,-1.3,69.51,1.64
26,678,0.526,5.1,27.4,2.2,0.5,17.7,11.7,-0.7,52.44,1.48
27,677,0.546,9.6,18.2,1.5,1.0,15.3,18.8,-3.5,37.8,5.14
19,669,0.393,6.6,18.6,1.8,0.6,21.7,18.5,-9.6,45.12,2.28
25,643,0.536,7.5,14.0,1.1,0.1,13.7,19.8,-3.4,58.54,1.25
25,625,0.498,4.7,11.2,0.5,0.7,10.8,13.5,-5.0,60.98,1.76
30,624,0.604,8.8,7.2,0.5,1.6,8.5,12.3,-3.3,71.95,1.21
20,619,0.496,12.2,7.8,0.8,1.9,11.8,17.3,-6.1,68.29,0.7
22,555,0.525,11.8,7.6,1.6,4.8,10.5,15.7,-1.0,43.9,2.86
27,614,0.504,11.3,5.2,1.3,0.9,11.0,9.4,-3.3,51.22,1.52
22,610,0.605,12.3,7.7,1.6,3.0,13.9,15.7,-1.2,57.32,4.59
24,607,0.461,5.9,12.8,1.3,1.0,16.5,13.1,-6.7,57.32,1.15
34,586,0.731,19.8,7.7,1.0,3.5,26.1,13.7,-1.8,47.56,6.61
33,569,0.59,14.9,14.2,1.2,1.4,13.2,12.7,0.1,50.0,1.63
19,569,0.505,9.9,10.7,1.2,1.1,12.0,15.9,-3.6,47.56,3.07
28,568,0.606,9.5,32.3,2.1,1.5,12.8,20.2,2.4,26.83,0.67
34,567,0.554,4.4,13.9,1.3,0.5,11.9,19.7,-3.1,48.78,4.06
32,566,0.442,7.3,27.1,2.3,1.0,13.8,17.7,-2.8,40.24,3.85
21,561,0.511,7.5,8.2,1.2,1.0,15.2,18.0,-5.6,45.12,3.61
21,552,0.581,20.4,9.7,1.3,5.0,17.7,19.0,-2.3,58.54,1.32
22,550,0.597,11.9,3.7,1.5,4.7,19.1,12.4,-4.0,56.1,2.31
25,531,0.573,7.6,7.0,1.3,1.9,5.1,15.5,0.1,50.0,1.56
31,524,0.566,7.8,7.6,1.5,0.2,6.4,14.0,-1.5,39.02,1.78
24,518,0.488,10.5,9.4,1.8,2.1,11.5,12.3,-1.6,32.93,2.72
22,515,0.463,7.5,11.1,1.3,0.8,13.4,19.5,-6.5,41.46,3.47
19,512,0.566,7.8,5.1,0.8,1.2,10.3,10.4,-3.1,50.0,0.6
22,508,0.658,20.7,13.2,1.5,5.4,21.3,15.6,0.7,42.68,2.56
30,505,0.628,5.4,21.0,1.7,0.7,16.1,13.2,-0.2,58.54,1.62
